Feature,Importance
categorical__Target_Protein_UniProt_P52895,0.0007293334831277369
categorical__Current_Use_Alcohol withdrawal syndrome,0.000728613880852693
"categorical__Current_Use_Candidiasis, Vulvovaginal",0.0007258066615270749
categorical__Current_Use_Aortic coarctation,0.0007242832044812143
categorical__Target_Protein_UniProt_P00439; P07550; P08588; P08913; P13945; P18089; P18825; P25100; P35348; P35368,0.0007193727487926873
categorical__Target_Protein_UniProt_P08908; P08913; P14416; P18089; P23975; P25100; P28221; P28222; P28223; P28335; P30939; P35348; P35368,0.0007170892440523632
categorical__Current_Use_Malaria,0.0007170392347289411
categorical__Current_Use_Bacterial infection due to Klebsiella pneumoniae,0.0007155971304906783
categorical__Target_Protein_UniProt_P0AD65; P0AD68; Q51504; Q9X6V3,0.00071540194669879
categorical__Target_Protein_UniProt_P04271; P23297; P29034; P35367; P80511; Q99584,0.0007149510034395261
categorical__Target_Protein_UniProt_P04150; P06401; P08235; P47712,0.0007147037731659898
categorical__Current_Use_Bacterial sepsis,0.0007085386220670995
categorical__Target_Protein_UniProt_P08908,0.0007082243602917392
categorical__Current_Use_Anaplastic astrocytoma,0.000708103987297213
categorical__Drug_Class_Phosphodiesterase Inhibitors,0.0007054015241856937
categorical__Target_Protein_UniProt_P00915; P00918; P22748; Q13621,0.000705225961107974
categorical__Target_Protein_UniProt_P44469,0.0007028302624902997
categorical__Target_Protein_UniProt_P05230; P09619; P10721; P16234; P17948; P22607; P35916; P35968; Q08881; Q9UQQ2,0.0007022973906404385
categorical__Target_Protein_UniProt_O60674; P23458,0.0007019222698784824
categorical__Current_Use_Malignant epithelial neoplasm of female breast,0.000699991792342048
categorical__Current_Use_Epidermal growth factor receptor positive non-small cell lung cancer,0.0006989563091361469
categorical__Drug_Class_Antineovascularisation Agents,0.0006980353631910714
categorical__Target_Protein_UniProt_Q99835,0.0006888066248920076
categorical__Target_Protein_UniProt_P30518; P37288,0.0006854841118650798
categorical__Target_Protein_UniProt_P68371; Q71U36,0.0006839674392229139
categorical__Current_Use_Diarrhea,0.000683560608255593
categorical__Current_Use_Cerebral Edema,0.0006805613696532678
categorical__Current_Use_Acute Coronary Syndrome,0.0006795284395546795
"categorical__Current_Use_Mineral deficiency, vitamin deficiency",0.0006786522607108901
categorical__Current_Use_Ascariasis,0.0006782708432794207
categorical__Target_Protein_UniProt_P23219; P48048,0.0006717555747190106
categorical__Target_Protein_UniProt_A8MPY1; O00591; O14764; P14867; P18505; P18507; P24046; P28472; P28476; P31644; P34903; P35498; P47869; P47870; P48169; P78334; Q16445; Q8N1C3; Q99928; Q9UN88,0.0006670499049893728
categorical__Current_Use_Chronic Obstructive Airway Disease,0.0006665926366806333
categorical__Target_Protein_UniProt_P02918; P02919; P08506; P0AD68; P0AEB2,0.000664188256732454
categorical__Drug_Class_Adrenergic beta-2 Receptor Agonists,0.0006630978265549942
categorical__Target_Protein_UniProt_P40261; P49019; Q15274; Q8TDS4,0.0006625298739112632
categorical__Target_Protein_UniProt_P00374; P04818; P22102; P31939,0.000661920634717544
categorical__Target_Protein_UniProt_P08253; P09960; P12821; P14780,0.0006609388638117834
categorical__Target_Protein_UniProt_P00915; P00918; P05023; P55017; Q12791; Q14654,0.0006597968286377432
categorical__Current_Use_Deficiency of testosterone biosynthesis,0.0006594336040935647
categorical__Drug_Class_Ketolides,0.0006593355248925872
categorical__Drug_Class_Hormone Antagonists,0.0006583779110169042
categorical__Target_Protein_UniProt_P35498,0.0006578277575673169
categorical__Target_Protein_UniProt_P42345,0.0006552395047291398
"categorical__Drug_Class_Antimetabolites, Antineoplastic",0.0006533148862787435
"categorical__Current_Use_Malignant melanoma, metastatic",0.0006529793969610525
categorical__Target_Protein_UniProt_P15121; P23219; P27361; P35354; Q03181; Q9Y5Y4,0.0006529279619540664
categorical__Current_Use_Constipation,0.0006528888627761817
categorical__Target_Protein_UniProt_P21397,0.0006521278167688061
categorical__Target_Protein_UniProt_O14920; O15111; P04054; P09917; P23219; P24557; P24752; P35354; P37231; Q9UPY5,0.0006516048995005249
categorical__Target_Protein_UniProt_P08172; P08173; P08912; P11229; P20309,0.0006485058038872471
categorical__Target_Protein_UniProt_P05023,0.0006473626597874154
categorical__Current_Use_Contraception,0.0006472169978353162
"categorical__Current_Use_Malignant lymphoma, lymphocytic, intermediate differentiation, diffuse",0.00064430802493136
categorical__Current_Use_Bronchitis,0.0006443033512985893
categorical__Target_Protein_UniProt_P00915; P00918; P05023; P22748; Q13621,0.0006433988691277581
categorical__Target_Protein_UniProt_P0AFU8; P30043; Q969G6,0.0006372118851655986
categorical__Target_Protein_UniProt_P22888; P30968,0.0006361887497282039
categorical__Target_Protein_UniProt_P07900; P21462; Q13258; Q9NS75; Q9Y271,0.0006342284474436822
categorical__Target_Protein_UniProt_P00915; P00918; P07451; P22748; P29972; P43166; Q9ULX7,0.0006326254429265692
categorical__Target_Protein_UniProt_P30542; P54289; Q00975; Q9NY47,0.0006317576326227323
categorical__Target_Protein_UniProt_P23975; P32297; Q01959,0.0006299473543039197
categorical__Target_Protein_UniProt_P08684; P08908; P08913; P10635; P14416; P18089; P18825; P20815; P21728; P21917; P28221; P28223; P28335; P35348; P35367; P35368; P35462,0.0006276201899461564
categorical__Current_Use_Chronic idiopathic thrombocytopenic purpura,0.0006270596972655594
categorical__Target_Protein_UniProt_P37088; P51168; P51170; P51172,0.0006262968573005215
categorical__Drug_Class_Quinolones,0.0006236811952311478
categorical__Target_Protein_UniProt_P14416; P21728; P28223; P35462; Q13224,0.000623418011749036
categorical__Target_Protein_UniProt_O14920; O15111; P05164; P09917; P23219; P35354; P37231,0.0006223529284191781
categorical__Target_Protein_UniProt_P55017,0.0006217393223249444
"categorical__Current_Use_Alopecia, Male Pattern",0.0006211508976842322
categorical__Target_Protein_UniProt_P01375; P19838; P21802; P35354; Q96SW2,0.0006208817243186653
categorical__Target_Protein_UniProt_P30872; P30874; P32745; P35346,0.000620756906127715
categorical__Current_Use_Nasal congestion (finding),0.0006206611845182218
categorical__Current_Use_Acute bacterial epiglottitis,0.0006202237390845301
categorical__Current_Use_Coughing,0.0006202063955027201
categorical__Current_Use_Haemophilus influenzae pneumonia,0.000618769237071705
categorical__Current_Use_Adenocarcinoma of pancreas,0.0006181624111387082
categorical__Target_Protein_UniProt_P11229; P20309,0.0006174693565884732
categorical__Target_Protein_UniProt_O60779; Q9H3S4,0.0006174178028495153
categorical__Target_Protein_UniProt_P00918; Q13621,0.0006173294905336206
"categorical__Drug_Class_Antidepressive Agents, Second-Generation",0.0006160520510276999
categorical__Target_Protein_UniProt_P09884,0.0006135116278277613
categorical__Target_Protein_UniProt_P05412; P30556,0.0006130320791201982
categorical__Target_Protein_UniProt_P34995; P43116,0.0006124034002359498
categorical__Target_Protein_UniProt_P08588,0.0006122030687040208
categorical__Current_Use_Bladder pain,0.0006104091972012227
"categorical__Current_Use_Anemia, Pernicious",0.0006049180787976379
categorical__Target_Protein_UniProt_Q75Y35,0.0006021962870704115
categorical__Drug_Class_Vasopressin receptor antagonists,0.0006003568977754523
categorical__Drug_Class_Aminoglycosides,0.0005989275316511639
categorical__Drug_Class_Hematinics,0.0005987157437118371
"categorical__Current_Use_Myeloid Leukemia, Chronic",0.0005974076513898078
categorical__Target_Protein_UniProt_P60725; P61177,0.0005961243416969946
categorical__Target_Protein_UniProt_P05230; P08620; P09038,0.0005961214749189805
categorical__Drug_Class_Serotonin Uptake Inhibitors,0.0005953358266224347
categorical__Target_Protein_UniProt_P08908; P08913; P14416; P18089; P18825; P21728; P21917; P21918; P25100; P28221; P28222; P28223; P28335; P34969; P35348; P35368; P35462; P41595,0.0005932296992012661
categorical__Current_Use_Major Depressive Disorder,0.0005930424260108872
categorical__Current_Use_Chlamydial pneumonia,0.0005881307780440372
"categorical__Current_Use_Osteoporosis, Postmenopausal",0.0005861663935581052
categorical__Target_Protein_UniProt_O60760,0.0005850371433895113
categorical__Current_Use_Breast Carcinoma,0.000582664107776822
