Algorithm,CV_Macro_F1,Test_Accuracy,Precision,Recall,Weighted_F1,Macro_F1
Logistic Regression Tuned,38.069671040165076,52.84974093264248,53.89776116932483,52.84974093264248,51.93826598544378,35.25336732476202
