Algorithm,CV_Macro_F1,Test_Accuracy,Precision,Recall,Weighted_F1,Macro_F1
XGBoost Tuned,19.88008440026308,52.331606217616574,50.35727450928501,52.331606217616574,46.235366414370716,26.152705629784922
