Feature,Importance
categorical__Target_Protein_UniProt_P08913; P18089,0.0
categorical__Target_Protein_UniProt_P08913; P18089; P18825; P21728; P21918; P25100; P35348; P35368,0.0
categorical__Target_Protein_UniProt_P08913; P18089; P18825; P25100; P35348; P35368,0.0
categorical__Target_Protein_UniProt_P08913; P20711,0.0
categorical__Target_Protein_UniProt_P08913; P28221; P28222; P41595,0.0
categorical__Target_Protein_UniProt_P08913; P35348,0.0
categorical__Target_Protein_UniProt_P09038; P42345; P62942,0.0
categorical__Target_Protein_UniProt_P09455; P10276; P10826; P13631; P19793; P28702; P48443,0.0
categorical__Target_Protein_UniProt_P09546; Q9RW27,0.0
categorical__Target_Protein_UniProt_P09884,0.0
categorical__Target_Protein_UniProt_P09884; P23921,0.0
categorical__Target_Protein_UniProt_P08173; P20309,0.0
categorical__Target_Protein_UniProt_P08192; P0AC13,0.0
categorical__Target_Protein_UniProt_P08253; P09960; P12821; P14780,0.0
categorical__Target_Protein_UniProt_P08588,0.0
categorical__Target_Protein_UniProt_P0A3M6; P42971; Q7CRA4; Q8DNB6; Q8DR59,0.0
categorical__Target_Protein_UniProt_P0A3M6; Q75Y35; Q7CRA4; Q8DNB6,0.0
categorical__Target_Protein_UniProt_P0A3M6; Q75Y35; Q7CRA4; Q8DR59,0.0
categorical__Target_Protein_UniProt_P0A6J8,0.0
categorical__Target_Protein_UniProt_P0A7J6; P61177,0.0
categorical__Target_Protein_UniProt_P0A7R5; P17117; P52647,0.0
categorical__Target_Protein_UniProt_P0A7S3; P0A7S9; P0A7U3; P0A7X3; P0AG59,0.0
categorical__Target_Protein_UniProt_P0AC13,0.0
categorical__Target_Protein_UniProt_P0AC13; P0C002; P53848,0.0
categorical__Target_Protein_UniProt_P0AD65; P0AD68; Q51504; Q9X6V3,0.0
categorical__Target_Protein_UniProt_P0AD65; Q75Y35,0.0
categorical__Drug_Class_Glucocorticoids,0.0
categorical__Target_Protein_UniProt_P08908; P14416; P21728; P28223,0.0
categorical__Target_Protein_UniProt_P08908; P21917; P28223,0.0
categorical__Target_Protein_UniProt_P08908; P28221; P28222; P28566; P30939; P34969; P41595,0.0
categorical__Target_Protein_UniProt_P08908; P28221; P28222; P30939,0.0
categorical__Drug_Class_Hematinics,0.0
categorical__Drug_Class_Histamine Antagonists,0.0
categorical__Drug_Class_Histamine H1 Antagonists,0.0
"categorical__Drug_Class_Histamine H1 Antagonists, Non-Sedating",0.0
categorical__Drug_Class_Hormone Antagonists,0.0
categorical__Drug_Class_Hormone Replacement Agents,0.0
categorical__Drug_Class_Hypnotics and Sedatives,0.0
categorical__Drug_Class_Hypolipidemic Agents,0.0
categorical__Drug_Class_Insecticides,0.0
categorical__Target_Protein_UniProt_P0AD68,0.0
categorical__Target_Protein_UniProt_P0AFU8; P30043; Q969G6,0.0
categorical__Target_Protein_UniProt_P10275; P35869,0.0
categorical__Target_Protein_UniProt_P09917,0.0
categorical__Target_Protein_UniProt_P09917; Q9Y271,0.0
categorical__Target_Protein_UniProt_P0A3M6,0.0
categorical__Target_Protein_UniProt_P11229,0.0
categorical__Target_Protein_UniProt_P11229; P14416; P21728; P28223; P35348,0.0
categorical__Target_Protein_UniProt_P11229; P14416; P46098; Q13639,0.0
categorical__Target_Protein_UniProt_P11229; P20309,0.0
categorical__Target_Protein_UniProt_P11229; Q15822,0.0
categorical__Target_Protein_UniProt_P11387; Q969P6,0.0
categorical__Target_Protein_UniProt_P11388; Q02880,0.0
categorical__Target_Protein_UniProt_P11473,0.0
categorical__Target_Protein_UniProt_P11511,0.0
categorical__Target_Protein_UniProt_P12821; Q9BYF1,0.0
categorical__Target_Protein_UniProt_P13569,0.0
categorical__Target_Protein_UniProt_P13716,0.0
categorical__Target_Protein_UniProt_P13945,0.0
categorical__Drug_Class_Glycine Agents,0.0
categorical__Drug_Class_Gout Suppressants,0.0
categorical__Drug_Class_HIV Protease Inhibitors,0.0
categorical__Target_Protein_UniProt_P14416; P21728,0.0
categorical__Target_Protein_UniProt_P14416; P21728; P21917; P21918; P35462,0.0
categorical__Target_Protein_UniProt_P14416; P21728; P28223; P35462; Q13224,0.0
categorical__Target_Protein_UniProt_P14416; P21728; P62158,0.0
categorical__Target_Protein_UniProt_P14416; P28223,0.0
categorical__Target_Protein_UniProt_P14416; P28223; P34969; P35462,0.0
categorical__Target_Protein_UniProt_P14416; P28223; Q06432,0.0
categorical__Target_Protein_UniProt_P14416; P35462,0.0
categorical__Target_Protein_UniProt_P14416; P35462; P62158; Q12809,0.0
categorical__Target_Protein_UniProt_P14867,0.0
categorical__Target_Protein_UniProt_P14867; P30536; P31644; P34903; P47869,0.0
categorical__Target_Protein_UniProt_P15104; P17812; Q06203,0.0
categorical__Target_Protein_UniProt_P15121; P23219; P27361; P35354; Q03181; Q9Y5Y4,0.0
categorical__Target_Protein_UniProt_P10276; P10826; P13631; P19793; P28702; P48443,0.0
categorical__Target_Protein_UniProt_P10613,0.0
categorical__Target_Protein_UniProt_P10827; P10828,0.0
categorical__Target_Protein_UniProt_P15559; Q08257; Q9BQB6,0.0
categorical__Target_Protein_UniProt_P16389; P17658; P22001; P22459; P22460; P48547; Q09470; Q14003; Q14721; Q16322; Q92953; Q96PR1; Q96RP8; Q9NSA2; Q9NZV8; Q9UK17,0.0
categorical__Target_Protein_UniProt_P16444,0.0
categorical__Target_Protein_UniProt_P16455; P17174; P32929; P35520; P48506; P48507; P48637; P49589; Q16878; Q9BZV2; Q9HA77; Q9Y600; Q9Y697,0.0
categorical__Target_Protein_UniProt_P17252; Q05655,0.0
categorical__Target_Protein_UniProt_P18405; P31213; P51857,0.0
categorical__Target_Protein_UniProt_P18505; Q9HAB3,0.0
categorical__Target_Protein_UniProt_P18858; P49916,0.0
categorical__Target_Protein_UniProt_P20276; P39023,0.0
categorical__Target_Protein_UniProt_P20309; P23975; P28335; P31645; P35372; P41143; P41145; Q8TCU5,0.0
categorical__Target_Protein_UniProt_P20839; P22413; P26676; P49902; P55263,0.0
categorical__Target_Protein_UniProt_P21397,0.0
categorical__Target_Protein_UniProt_P21397; P27338,0.0
categorical__Target_Protein_UniProt_P14207; P41439,0.0
categorical__Target_Protein_UniProt_P14324,0.0
categorical__Target_Protein_UniProt_P14324; P23469; P29074; P38606; Q13332,0.0
categorical__Target_Protein_UniProt_P21964,0.0
categorical__Target_Protein_UniProt_P22303,0.0
categorical__Target_Protein_UniProt_P22303; P23975; P35348; Q05940,0.0
categorical__Target_Protein_UniProt_P22303; P28223,0.0
categorical__Target_Protein_UniProt_P22888; P30968,0.0
categorical__Target_Protein_UniProt_P23219; P25024; P35354,0.0
categorical__Target_Protein_UniProt_P23219; P35354; Q04828,0.0
categorical__Target_Protein_UniProt_P23219; P48048,0.0
categorical__Target_Protein_UniProt_P23921,0.0
categorical__Target_Protein_UniProt_P23975; P31645,0.0
categorical__Target_Protein_UniProt_P23975; P31645; P35372; P41143; P41145; P46098,0.0
categorical__Target_Protein_UniProt_P23975; P31645; Q01959,0.0
categorical__Target_Protein_UniProt_P23975; P32297; Q01959,0.0
categorical__Target_Protein_UniProt_P15144; P30411,0.0
categorical__Target_Protein_UniProt_P15144; P35610; Q9UHC9,0.0
categorical__Target_Protein_UniProt_P15382; P51787,0.0
categorical__Target_Protein_UniProt_P24530; P25101,0.0
categorical__Target_Protein_UniProt_P25092,0.0
categorical__Target_Protein_UniProt_P25100; P35348; P35368; Q12809,0.0
categorical__Target_Protein_UniProt_P25100; P35348; P35368; Q12809; Q9H252; Q9NS40,0.0
categorical__Target_Protein_UniProt_P25103,0.0
categorical__Target_Protein_UniProt_P25815; Q12791,0.0
categorical__Target_Protein_UniProt_P26358,0.0
categorical__Target_Protein_UniProt_P27487,0.0
categorical__Target_Protein_UniProt_P27815; P29274; P30542; Q07343; Q08493; Q08499; Q13946; Q9NP56,0.0
categorical__Target_Protein_UniProt_P27815; Q07343; Q08493; Q08499,0.0
categorical__Target_Protein_UniProt_P28221; P28222,0.0
categorical__Target_Protein_UniProt_P28223; P46098; Q12809; Q13639,0.0
categorical__Target_Protein_UniProt_P28335; P48039; P49286,0.0
categorical__Target_Protein_UniProt_P21554,0.0
categorical__Target_Protein_UniProt_P21728,0.0
categorical__Target_Protein_UniProt_P21817,0.0
categorical__Target_Protein_UniProt_P29274; P69905,0.0
categorical__Target_Protein_UniProt_P30405; P49069; P62937; Q96LZ3,0.0
categorical__Target_Protein_UniProt_P30518; P37288,0.0
categorical__Target_Protein_UniProt_P30518; P37288; P47901,0.0
categorical__Target_Protein_UniProt_P30531,0.0
categorical__Target_Protein_UniProt_P30542; P54289; Q00975; Q9NY47,0.0
categorical__Target_Protein_UniProt_P30556; P37231,0.0
categorical__Target_Protein_UniProt_P30556; P50052,0.0
categorical__Target_Protein_UniProt_P30872; P30874; P32745; P35346,0.0
categorical__Target_Protein_UniProt_P30872; P30874; P35346,0.0
categorical__Target_Protein_UniProt_P30968,0.0
categorical__Target_Protein_UniProt_P31639,0.0
categorical__Target_Protein_UniProt_P32754,0.0
categorical__Target_Protein_UniProt_P33402,0.0
categorical__Target_Protein_UniProt_P23975; Q01959,0.0
categorical__Target_Protein_UniProt_P24228,0.0
categorical__Drug_Class_Ketolides,0.0
categorical__Drug_Class_Leprostatic Agents,0.0
categorical__Drug_Class_Lipotropic Agents,0.0
"categorical__Drug_Class_Muscle Relaxants, Genitourinary",0.0
categorical__Drug_Class_Narcotic Antagonists,0.0
categorical__Drug_Class_Nootropic Agents,0.0
categorical__Drug_Class_Oxytocics,0.0
categorical__Drug_Class_Parasympatholytics,0.0
categorical__Drug_Class_Phenothiazines,0.0
categorical__Drug_Class_Phosphodiesterase Inhibitors,0.0
categorical__Drug_Class_Photosensitizing Agents,0.0
categorical__Drug_Class_Platelet Aggregation Inhibitors,0.0
categorical__Drug_Class_Potassium Channel Blockers,0.0
categorical__Target_Protein_UniProt_P35499; Q14524,0.0
categorical__Target_Protein_UniProt_P35869; Q02127; Q14289,0.0
categorical__Target_Protein_UniProt_P29274; P29275; P30542,0.0
categorical__Target_Protein_UniProt_P33527; Q92887,0.0
categorical__Target_Protein_UniProt_P34995,0.0
categorical__Target_Protein_UniProt_P34995; P35408; P43115; P43116,0.0
categorical__Target_Protein_UniProt_P34995; P42330; P43088; P43115,0.0
categorical__Target_Protein_UniProt_P34995; P43116,0.0
categorical__Target_Protein_UniProt_P34995; Q9Y5Y9,0.0
categorical__Target_Protein_UniProt_P35368; Q01959,0.0
categorical__Target_Protein_UniProt_P35372; P41143,0.0
categorical__Target_Protein_UniProt_P35372; P41143; P46098; Q8TCU5; Q9GZZ6,0.0
categorical__Target_Protein_UniProt_P35372; P41145,0.0
categorical__Target_Protein_UniProt_P35372; P41145; Q99720,0.0
categorical__Target_Protein_UniProt_P35498,0.0
categorical__Target_Protein_UniProt_P35498; Q14524,0.0
categorical__Drug_Class_Topoisomerase I Inhibitors,0.0
categorical__Drug_Class_Tubulin Modulators,0.0
categorical__Drug_Class_Keratolytic Agents,0.0
categorical__Target_Protein_UniProt_P36507; Q02750,0.0
categorical__Target_Protein_UniProt_P37088; P51168; P51170; P51172,0.0
categorical__Target_Protein_UniProt_P37231,0.0
categorical__Target_Protein_UniProt_P37231; Q03181; Q07869,0.0
categorical__Target_Protein_UniProt_P37231; Q09428,0.0
categorical__Target_Protein_UniProt_P39900,0.0
categorical__Target_Protein_UniProt_P40238,0.0
categorical__Target_Protein_UniProt_P40261; P49019; Q15274; Q8TDS4,0.0
categorical__Target_Protein_UniProt_P41594,0.0
categorical__Target_Protein_UniProt_P41594; Q15858,0.0
categorical__Target_Protein_UniProt_P42345,0.0
categorical__Target_Protein_UniProt_P43088,0.0
categorical__Target_Protein_UniProt_P43119; Q03181; Q9H244,0.0
categorical__Target_Protein_UniProt_P43119; Q16647; Q9H244,0.0
categorical__Target_Protein_UniProt_P43700; P43702,0.0
categorical__Target_Protein_UniProt_P44469,0.0
categorical__Target_Protein_UniProt_P46098,0.0
categorical__Target_Protein_UniProt_P47989,0.0
categorical__Target_Protein_UniProt_P48039; P49286,0.0
categorical__Target_Protein_UniProt_P48048; Q09428,0.0
categorical__Target_Protein_UniProt_P48048; Q09428; Q14654,0.0
categorical__Target_Protein_UniProt_P49146; P61278,0.0
categorical__Target_Protein_UniProt_P49228; P60723,0.0
categorical__Target_Protein_UniProt_P52209; Q14181,0.0
categorical__Target_Protein_UniProt_P52895,0.0
categorical__Target_Protein_UniProt_P54219; Q05940,0.0
categorical__Target_Protein_UniProt_P55017,0.0
categorical__Target_Protein_UniProt_P60725; P61177,0.0
categorical__Target_Protein_UniProt_P62158; Q14524; Q9Y5Y9,0.0
categorical__Target_Protein_UniProt_P62594,0.0
categorical__Target_Protein_UniProt_P62942,0.0
categorical__Target_Protein_UniProt_P63316; Q14432; Q14654; Q15842,0.0
categorical__Target_Protein_UniProt_P68371; P83223; Q71U36,0.0
categorical__Target_Protein_UniProt_P68371; Q71U36,0.0
categorical__Target_Protein_UniProt_Q00975; Q7L0J3,0.0
categorical__Target_Protein_UniProt_Q02127; Q02768; Q08210,0.0
categorical__Target_Protein_UniProt_Q02750,0.0
categorical__Target_Protein_UniProt_Q06432,0.0
categorical__Target_Protein_UniProt_Q07869,0.0
categorical__Target_Protein_UniProt_Q09428; Q15842,0.0
categorical__Target_Protein_UniProt_Q12791,0.0
categorical__Target_Protein_UniProt_Q12809,0.0
categorical__Target_Protein_UniProt_Q13621,0.0
categorical__Target_Protein_UniProt_Q14524; Q15858,0.0
categorical__Target_Protein_UniProt_Q15842,0.0
categorical__Target_Protein_UniProt_Q16739,0.0
categorical__Target_Protein_UniProt_Q18BX5,0.0
categorical__Target_Protein_UniProt_Q2FGH1,0.0
categorical__Target_Protein_UniProt_Q75Y35,0.0
categorical__Target_Protein_UniProt_Q75Y35; Q8DR59,0.0
categorical__Target_Protein_UniProt_Q96RI1,0.0
categorical__Target_Protein_UniProt_Q99250,0.0
categorical__Target_Protein_UniProt_Q99456,0.0
categorical__Target_Protein_UniProt_Q99835,0.0
categorical__Target_Protein_UniProt_Q9A1X4,0.0
categorical__Target_Protein_UniProt_Q9BQB6,0.0
categorical__Target_Protein_UniProt_Q9H169,0.0
categorical__Target_Protein_UniProt_Q9H228,0.0
categorical__Target_Protein_UniProt_Q9H244,0.0
categorical__Target_Protein_UniProt_Q9NR96; Q9NYK1,0.0
categorical__Target_Protein_UniProt_Q9Y271,0.0
categorical__Target_Protein_UniProt_Q9Y3R4,0.0
categorical__Target_Protein_UniProt_Q9Y5Y9,0.0
categorical__Current_Use_3-Beta-hydroxy-delta-5-C27-steroid dehydrogenase deficiency,0.0
categorical__Current_Use_AIDS with Kaposi's sarcoma,0.0
categorical__Current_Use_Abdominal actinomycosis,0.0
categorical__Current_Use_Postoperative ileus,0.0
categorical__Current_Use_Accidental poisoning by lead and its compounds and fumes,0.0
categorical__Current_Use_Acromegaly,0.0
categorical__Current_Use_Respiratory Tract Infections,0.0
categorical__Current_Use_Actinomycosis,0.0
categorical__Current_Use_Acute Coronary Syndrome,0.0
categorical__Current_Use_Acute Erythroblastic Leukemia,0.0
categorical__Current_Use_Acute Promyelocytic Leukemia,0.0
categorical__Current_Use_Acute bacterial bronchitis,0.0
categorical__Current_Use_Acute bacterial epiglottitis,0.0
categorical__Current_Use_Acute bacterial sinusitis,0.0
"categorical__Drug_Class_Contraceptives, Oral, Synthetic",0.0
categorical__Drug_Class_Corticosteroids,0.0
categorical__Drug_Class_Cyclooxygenase 2 Inhibitors,0.0
categorical__Current_Use_Amenorrhea,0.0
categorical__Current_Use_Amyloidosis,0.0
categorical__Current_Use_Anaplastic astrocytoma,0.0
categorical__Current_Use_Anemia in chronic kidney disease,0.0
categorical__Drug_Class_Dermatologic Agents,0.0
categorical__Drug_Class_Dipeptidyl-Peptidase IV Inhibitors,0.0
categorical__Drug_Class_Dopamine Agents,0.0
categorical__Drug_Class_Dopamine Agonists,0.0
categorical__Drug_Class_Estrogen Antagonists,0.0
categorical__Drug_Class_Estrogens,0.0
"categorical__Drug_Class_Estrogens, Non-Steroidal",0.0
categorical__Drug_Class_Expectorants,0.0
categorical__Drug_Class_Gastrointestinal Agents,0.0
categorical__Current_Use_Acute lymphocytic leukemia,0.0
categorical__Current_Use_Acute onset pain,0.0
categorical__Current_Use_Acute postoperative pain,0.0
categorical__Current_Use_Arthralgia,0.0
categorical__Current_Use_Arthritic pains,0.0
categorical__Current_Use_Arthritis,0.0
"categorical__Current_Use_Arthritis, Bacterial",0.0
categorical__Current_Use_Acute pulmonary edema,0.0
categorical__Current_Use_Addison Disease,0.0
categorical__Current_Use_Adenocarcinoma of pancreas,0.0
categorical__Current_Use_Adrenal Gland Hyperfunction,0.0
categorical__Current_Use_African Trypanosomiasis,0.0
categorical__Current_Use_Age related macular degeneration,0.0
categorical__Current_Use_Alcohol Withdrawal Delirium,0.0
categorical__Current_Use_Alcohol withdrawal syndrome,0.0
"categorical__Current_Use_Alcoholic Intoxication, Chronic",0.0
"categorical__Current_Use_Alopecia, Male Pattern",0.0
categorical__Current_Use_Alzheimer's Disease,0.0
categorical__Current_Use_Amebiasis,0.0
categorical__Current_Use_Autistic Disorder,0.0
categorical__Current_Use_Bacterial conjunctivitis,0.0
categorical__Current_Use_Bacterial enteritis,0.0
categorical__Current_Use_Bacterial infection due to Klebsiella pneumoniae,0.0
"categorical__Current_Use_Anemia, Diamond-Blackfan",0.0
"categorical__Current_Use_Anemia, Megaloblastic",0.0
"categorical__Current_Use_Anemia, Pernicious",0.0
"categorical__Current_Use_Anemia, Sickle Cell",0.0
"categorical__Current_Use_Angioedemas, Hereditary",0.0
categorical__Current_Use_Angiomyolipoma of kidney,0.0
categorical__Current_Use_Angle Closure Glaucoma,0.0
categorical__Current_Use_Ankylosing spondylitis,0.0
categorical__Current_Use_Anxiety,0.0
categorical__Current_Use_Aortic coarctation,0.0
categorical__Current_Use_Aphthous Stomatitis,0.0
categorical__Current_Use_Arterial embolus and thrombosis,0.0
categorical__Current_Use_Breast Fibrocystic Disease,0.0
categorical__Current_Use_Breastfeeding (mother),0.0
categorical__Current_Use_Bronchitis,0.0
categorical__Current_Use_Calcium renal calculus,0.0
categorical__Current_Use_Cancer of Head and Neck,0.0
"categorical__Current_Use_Arthritis, Gouty",0.0
"categorical__Current_Use_Arthritis, Psoriatic",0.0
categorical__Current_Use_Ascariasis,0.0
categorical__Current_Use_Ascites,0.0
categorical__Current_Use_Aspergillosis,0.0
categorical__Current_Use_Aspiration Pneumonia,0.0
"categorical__Current_Use_Asthma attack, bronchospasm",0.0
categorical__Current_Use_Asymptomatic left ventricular systolic dysfunction,0.0
categorical__Current_Use_Atrial Fibrillation,0.0
categorical__Current_Use_Atrioventricular Block,0.0
categorical__Current_Use_Attention deficit hyperactivity disorder,0.0
categorical__Current_Use_Chlamydial pneumonia,0.0
categorical__Current_Use_Chloasma,0.0
categorical__Current_Use_Cholelithiasis,0.0
categorical__Current_Use_Chorioretinitis,0.0
categorical__Current_Use_Choroidal Neovascularization,0.0
categorical__Current_Use_Bacterial keratitis,0.0
categorical__Current_Use_Bacterial peritonitis,0.0
categorical__Current_Use_Bacterial sepsis,0.0
categorical__Current_Use_Bacterial urinary infection,0.0
categorical__Current_Use_Basal cell carcinoma,0.0
categorical__Current_Use_Bedwetting,0.0
categorical__Current_Use_Bipolar disorder in remission,0.0
categorical__Current_Use_Bladder muscle dysfunction - overactive,0.0
categorical__Current_Use_Bladder pain,0.0
categorical__Current_Use_Brain Neoplasms,0.0
categorical__Current_Use_Breast Carcinoma,0.0
categorical__Drug_Class_Cholinergic Antagonists,0.0
categorical__Drug_Class_Cholinesterase Reactivators,0.0
categorical__Drug_Class_Contraceptive Agents,0.0
categorical__Current_Use_Chronic gouty arthritis,0.0
categorical__Current_Use_Chronic idiopathic constipation,0.0
categorical__Current_Use_Candidemia,0.0
"categorical__Current_Use_Candidiasis, Vulvovaginal",0.0
categorical__Current_Use_Carcinoma breast stage IV,0.0
categorical__Current_Use_Cardiac Arrest,0.0
categorical__Current_Use_Carnitine deficiency,0.0
categorical__Current_Use_Cerebral Edema,0.0
categorical__Current_Use_Cerebral Embolism,0.0
categorical__Current_Use_Cerebral Ischemia,0.0
categorical__Current_Use_Cerebrovascular Disorders,0.0
categorical__Current_Use_Cerebrovascular accident,0.0
categorical__Current_Use_Chickenpox,0.0
categorical__Current_Use_Congenital Hypothyroidism,0.0
categorical__Current_Use_Congestive heart failure,0.0
categorical__Current_Use_Constipation,0.0
categorical__Current_Use_Contact Dermatitis,0.0
categorical__Current_Use_Contraception,0.0
categorical__Current_Use_Coughing,0.0
categorical__Drug_Class_Antithrombins,0.0
categorical__Drug_Class_Appetite Depressants,0.0
categorical__Drug_Class_Benzodiazepines,0.0
categorical__Drug_Class_Bronchodilator Agents,0.0
categorical__Drug_Class_Cardiotonic Agents,0.0
categorical__Drug_Class_Central Nervous System Stimulants,0.0
categorical__Drug_Class_Cephalosporins,0.0
categorical__Drug_Class_Chelating Agents,0.0
categorical__Drug_Class_Cholagogues and Choleretics,0.0
categorical__Drug_Class_Cholesterol Absorption Inhibitors,0.0
categorical__Current_Use_Short Bowel Syndrome,0.0
categorical__Drug_Class_Antiparasitic Agents,0.0
categorical__Drug_Class_Antiprotozoal Agents,0.0
categorical__Drug_Class_Antipruritics,0.0
categorical__Current_Use_Diabetic Nephropathy,0.0
categorical__Current_Use_Diarrhea,0.0
categorical__Current_Use_Chronic idiopathic thrombocytopenic purpura,0.0
categorical__Current_Use_Chronic iron overload,0.0
categorical__Current_Use_Chronic pain,0.0
categorical__Current_Use_Chronic schizophrenia,0.0
categorical__Current_Use_Chronic thromboembolic pulmonary hypertension,0.0
categorical__Current_Use_Chronic ulcerative proctitis,0.0
categorical__Current_Use_Classical phenylketonuria,0.0
categorical__Current_Use_Clostridium Infections,0.0
categorical__Current_Use_Common Cold,0.0
categorical__Current_Use_Condylomata Acuminata,0.0
categorical__Current_Use_Embolism,0.0
categorical__Current_Use_Endometrial Carcinoma,0.0
categorical__Current_Use_Endometriosis,0.0
categorical__Current_Use_Enterocolitis,0.0
categorical__Current_Use_Epidermal growth factor receptor positive non-small cell lung cancer,0.0
"categorical__Current_Use_Epilepsies, Myoclonic",0.0
"categorical__Current_Use_Epilepsies, Partial",0.0
categorical__Current_Use_Cryptosporidiosis,0.0
categorical__Current_Use_Cutaneous Candidiasis,0.0
categorical__Current_Use_Cycloplegia,0.0
categorical__Current_Use_Cytomegalovirus Retinitis,0.0
categorical__Current_Use_Dapsone resistant mycobacterium leprae disease,0.0
categorical__Current_Use_Deficiency of testosterone biosynthesis,0.0
categorical__Drug_Class_Antimetabolites,0.0
"categorical__Drug_Class_Antimetabolites, Antineoplastic",0.0
categorical__Drug_Class_Antineovascularisation Agents,0.0
categorical__Current_Use_Follicular thyroid carcinoma,0.0
categorical__Current_Use_Gastric spasm (disorder),0.0
categorical__Current_Use_Gastric ulcer,0.0
categorical__Current_Use_Gastroesophageal reflux disease,0.0
categorical__Current_Use_Gastrointestinal Stromal Tumors,0.0
categorical__Current_Use_Gaucher Disease,0.0
categorical__Current_Use_Gilles de la Tourette syndrome,0.0
categorical__Current_Use_Glaucoma,0.0
categorical__Current_Use_Diffuse Large B-Cell Lymphoma,0.0
categorical__Current_Use_Diphyllobothriasis,0.0
categorical__Current_Use_Drug-induced constipation,0.0
categorical__Current_Use_Dry Eye Syndromes,0.0
categorical__Current_Use_Dysmenorrhea,0.0
categorical__Current_Use_Dyspareunia,0.0
categorical__Current_Use_Dysuria,0.0
categorical__Current_Use_Echinococcus granulosus infection,0.0
categorical__Current_Use_Herpes Labialis,0.0
categorical__Current_Use_Herpes simplex keratoconjunctivitis,0.0
categorical__Current_Use_Herpes zoster disease,0.0
categorical__Current_Use_Hodgkin Disease,0.0
categorical__Current_Use_Hot flushes,0.0
categorical__Current_Use_Human epidermal growth factor 2 negative carcinoma of breast,0.0
categorical__Current_Use_Humoral hypercalcemia of malignancy (disorder),0.0
"categorical__Current_Use_Hydatidiform mole, benign",0.0
categorical__Current_Use_Hypercalcemia,0.0
categorical__Current_Use_Hyperinsulinism,0.0
categorical__Current_Use_Erosive esophagitis,0.0
categorical__Current_Use_Erysipelas,0.0
categorical__Current_Use_Erythema nodosum leprosum,0.0
categorical__Current_Use_Ewings sarcoma,0.0
categorical__Current_Use_Excess subcutaneous fat,0.0
categorical__Current_Use_Familial hypercholesterolemia - heterozygous,0.0
categorical__Current_Use_Hyperuricemia,0.0
categorical__Current_Use_Hypoactive Sexual Desire Disorder,0.0
categorical__Current_Use_Hypocalcemia,0.0
categorical__Current_Use_Hypokalemia,0.0
categorical__Current_Use_Hyponatremia,0.0
"categorical__Current_Use_Hypotension, Orthostatic",0.0
categorical__Current_Use_Impetigo,0.0
categorical__Current_Use_Infection caused by Enterobacter,0.0
categorical__Current_Use_Infection of bone,0.0
categorical__Current_Use_Infection of skin AND/OR subcutaneous tissue,0.0
categorical__Current_Use_Gonorrhea,0.0
categorical__Current_Use_Haemophilus influenzae pneumonia,0.0
categorical__Current_Use_Hairy Cell Leukemia,0.0
categorical__Current_Use_Hamman-Rich syndrome,0.0
categorical__Current_Use_Hemorrhoids,0.0
categorical__Current_Use_Heparin-induced thrombocytopenia with thrombosis,0.0
categorical__Current_Use_Labor Pain,0.0
categorical__Current_Use_Lactose Intolerance,0.0
categorical__Current_Use_Lennox-Gastaut syndrome,0.0
"categorical__Current_Use_Leukemia, Myelocytic, Acute",0.0
categorical__Current_Use_Liver transplant rejection,0.0
"categorical__Current_Use_Lupus Erythematosus, Discoid",0.0
categorical__Current_Use_Lymphoma,0.0
"categorical__Current_Use_Lymphoma, T-Cell, Cutaneous",0.0
categorical__Current_Use_Malaria,0.0
"categorical__Current_Use_Malaria, Vivax",0.0
categorical__Current_Use_Hyperphosphatemia (disorder),0.0
categorical__Current_Use_Hyperprolactinemia,0.0
categorical__Current_Use_Hypertension,0.0
categorical__Current_Use_Hypertensive urgency,0.0
categorical__Current_Use_Hyperthyroidism,0.0
categorical__Current_Use_Hypertriglyceridemia,0.0
categorical__Drug_Class_Antidiarrheals,0.0
categorical__Drug_Class_Antidiuretic Agents,0.0
categorical__Drug_Class_Antidyskinetics,0.0
categorical__Drug_Class_Antiemetics,0.0
categorical__Drug_Class_Antiendometriotic agent,0.0
categorical__Drug_Class_Antihypermagnesemic Agents,0.0
categorical__Current_Use_Malignant Pleural Mesothelioma,0.0
categorical__Current_Use_Malignant epithelial neoplasm of female breast,0.0
categorical__Current_Use_Malignant epithelial neoplasm of thyroid,0.0
categorical__Current_Use_Malignant hyperpyrexia due to anesthesia,0.0
"categorical__Current_Use_Malignant lymphoma, lymphocytic, intermediate differentiation, diffuse",0.0
categorical__Current_Use_Influenza,0.0
categorical__Current_Use_Initial insomnia,0.0
categorical__Current_Use_Intermittent Claudication,0.0
categorical__Current_Use_Intraabdominal Infections,0.0
"categorical__Current_Use_Keratitis, Herpetic",0.0
categorical__Current_Use_Malignant tumor of colon,0.0
categorical__Current_Use_Metastasis from malignant tumor of colon,0.0
categorical__Current_Use_Metastatic Prostate Carcinoma,0.0
categorical__Current_Use_Mineral deficiency,0.0
"categorical__Current_Use_Mineral deficiency, vitamin deficiency",0.0
categorical__Current_Use_Mixed anxiety and depressive disorder,0.0
categorical__Current_Use_Mouth irritation,0.0
categorical__Current_Use_Multiple Myeloma,0.0
categorical__Current_Use_Multiple Sclerosis,0.0
"categorical__Current_Use_Multiple Sclerosis, Relapsing-Remitting",0.0
categorical__Current_Use_Muscle Spasticity,0.0
categorical__Drug_Class_Anti-glaucoma Agents,0.0
categorical__Drug_Class_Antibiotics,0.0
categorical__Drug_Class_Antidepressive Agents,0.0
