Algorithm,Accuracy,Precision,Recall,Weighted_F1,Macro_F1,CV_Macro_F1
Random Forest Tuned,52.331606217616574,53.08938631553688,52.331606217616574,51.2732504527216,36.83754033322998,36.292611931828205
