mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_classifier__class_weight,param_classifier__criterion,param_classifier__max_depth,param_classifier__min_samples_leaf,param_classifier__min_samples_split,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
0.03156630198160807,0.0017566089094365766,0.014366626739501953,0.002117270854659859,,gini,10,4,10,"{'classifier__class_weight': None, 'classifier__criterion': 'gini', 'classifier__max_depth': 10, 'classifier__min_samples_leaf': 4, 'classifier__min_samples_split': 10}",0.1718323343323343,0.15910037680812003,0.12562496934020112,0.1521858934935518,0.019487392582721023,47
0.03712280591328939,0.00568513538543435,0.019124348958333332,0.00034036540008168195,,gini,15,1,2,"{'classifier__class_weight': None, 'classifier__criterion': 'gini', 'classifier__max_depth': 15, 'classifier__min_samples_leaf': 1, 'classifier__min_samples_split': 2}",0.2039102564102564,0.17085362835362836,0.12385706328874826,0.166206982684211,0.032846328249594915,28
0.03903897603352865,0.0011355962490900509,0.01923823356628418,0.00019794811712057903,,gini,15,1,5,"{'classifier__class_weight': None, 'classifier__criterion': 'gini', 'classifier__max_depth': 15, 'classifier__min_samples_leaf': 1, 'classifier__min_samples_split': 5}",0.2039102564102564,0.16731346323579332,0.14125867440571724,0.17082746468392232,0.02569781231351498,25
0.03681039810180664,0.0008874027271236536,0.01945956548055013,0.0010825376673440845,,gini,15,1,10,"{'classifier__class_weight': None, 'classifier__criterion': 'gini', 'classifier__max_depth': 15, 'classifier__min_samples_leaf': 1, 'classifier__min_samples_split': 10}",0.20086842285440415,0.16923173892024373,0.14744240632490763,0.17251418936651852,0.021934230041219378,22
0.0395815372467041,0.00236702816253647,0.01896349589029948,0.002452567167339237,,gini,15,2,2,"{'classifier__class_weight': None, 'classifier__criterion': 'gini', 'classifier__max_depth': 15, 'classifier__min_samples_leaf': 2, 'classifier__min_samples_split': 2}",0.21044485487648834,0.1769207589795825,0.15069148187431428,0.17935236524346168,0.02445473271238294,19
0.04016518592834473,0.00467216729111982,0.019166866938273113,0.0011787289543253715,,gini,15,2,5,"{'classifier__class_weight': None, 'classifier__criterion': 'gini', 'classifier__max_depth': 15, 'classifier__min_samples_leaf': 2, 'classifier__min_samples_split': 5}",0.21044485487648834,0.1769207589795825,0.14511461637429474,0.1774934100767885,0.02667403184931896,20
0.04669547080993652,0.015476828927454663,0.020833253860473633,0.00032043581207352674,,gini,15,2,10,"{'classifier__class_weight': None, 'classifier__criterion': 'gini', 'classifier__max_depth': 15, 'classifier__min_samples_leaf': 2, 'classifier__min_samples_split': 10}",0.20065132783882783,0.1693250902323483,0.1468416046723099,0.17227267424782866,0.022066381148110974,23
0.04087416330973307,0.0014558209421361072,0.019965171813964844,0.0011487800522712586,,gini,15,4,2,"{'classifier__class_weight': None, 'classifier__criterion': 'gini', 'classifier__max_depth': 15, 'classifier__min_samples_leaf': 4, 'classifier__min_samples_split': 2}",0.19982966323082602,0.157058683003302,0.13971160118789744,0.16553331580734182,0.02526407062505741,29
0.0416872501373291,0.0019352563102383224,0.020612637201944988,0.0007204767075545921,,gini,15,4,5,"{'classifier__class_weight': None, 'classifier__criterion': 'gini', 'classifier__max_depth': 15, 'classifier__min_samples_leaf': 4, 'classifier__min_samples_split': 5}",0.19982966323082602,0.157058683003302,0.13971160118789744,0.16553331580734182,0.02526407062505741,29
0.04091970125834147,0.0017510480054302047,0.02008398373921712,0.0015794624920784303,,gini,15,4,10,"{'classifier__class_weight': None, 'classifier__criterion': 'gini', 'classifier__max_depth': 15, 'classifier__min_samples_leaf': 4, 'classifier__min_samples_split': 10}",0.21119871084987363,0.16616978384588096,0.13865340012969635,0.1720072982751503,0.029902764174411626,24
0.04728555679321289,0.0008892009625663512,0.020668665568033855,0.0004528314031837052,,gini,20,1,2,"{'classifier__class_weight': None, 'classifier__criterion': 'gini', 'classifier__max_depth': 20, 'classifier__min_samples_leaf': 1, 'classifier__min_samples_split': 2}",0.21298330338424676,0.23820159388946643,0.1629064039408867,0.20469710040486663,0.03129256863015873,10
0.04369354248046875,0.0008356848611004522,0.022543986638387043,0.0015037006713730257,,gini,20,1,5,"{'classifier__class_weight': None, 'classifier__criterion': 'gini', 'classifier__max_depth': 20, 'classifier__min_samples_leaf': 1, 'classifier__min_samples_split': 5}",0.2179833033842468,0.2246044485698849,0.16207842881755924,0.20155539359056363,0.028044998979724206,12
0.042415777842203774,0.0008225458562835229,0.027375539143880207,0.00813990435419511,,gini,20,1,10,"{'classifier__class_weight': None, 'classifier__criterion': 'gini', 'classifier__max_depth': 20, 'classifier__min_samples_leaf': 1, 'classifier__min_samples_split': 10}",0.2127650494159928,0.20177190939411319,0.16830954128939285,0.19428216669983298,0.018905823351874802,14
0.04634586970011393,0.0018605635311318611,0.03119007746378581,0.012436263184147249,,gini,20,2,2,"{'classifier__class_weight': None, 'classifier__criterion': 'gini', 'classifier__max_depth': 20, 'classifier__min_samples_leaf': 2, 'classifier__min_samples_split': 2}",0.21289662632053935,0.22332931227070305,0.16492850194069708,0.2003848135106465,0.02543059517776022,13
0.04908521970113119,0.0032714790088477497,0.03300825754801432,0.009221971951864139,,gini,20,2,5,"{'classifier__class_weight': None, 'classifier__criterion': 'gini', 'classifier__max_depth': 20, 'classifier__min_samples_leaf': 2, 'classifier__min_samples_split': 5}",0.21289662632053935,0.2283520560294016,0.16518063872576508,0.20214310702523533,0.026887241385254373,11
0.057068427403767906,0.014117753947265728,0.019719918568929035,0.0013722168472843053,,gini,20,2,10,"{'classifier__class_weight': None, 'classifier__criterion': 'gini', 'classifier__max_depth': 20, 'classifier__min_samples_leaf': 2, 'classifier__min_samples_split': 10}",0.21254581643382905,0.2016089397724336,0.1645681308624874,0.19290762902291667,0.02053045193146635,15
