Feature,Importance
categorical__Target_Protein_UniProt_P00915; P00918; P22748; P55017,0.06553085468878937
categorical__Target_Protein_UniProt_P23921,0.06496834448282038
"categorical__Current_Use_Anemia, Sickle Cell",0.06496834448282038
categorical__Target_Protein_UniProt_P04150; P04278; P06401; P08235; P10275; P19099,0.06475930619576585
categorical__Current_Use_Ascites,0.06475930619576585
"categorical__Current_Use_Arthritis, Gouty",0.0645552006127271
categorical__Target_Protein_UniProt_P47989,0.0645552006127271
categorical__Target_Protein_UniProt_P11229; P20309,0.0642248161059759
categorical__Current_Use_Impetigo,0.06407203657363722
categorical__Current_Use_Candidemia,0.06402470512176162
categorical__Target_Protein_UniProt_A2QLK4,0.06402470512176162
categorical__Target_Protein_UniProt_P20839; P22413; P26676; P49902; P55263,0.06399133933916303
categorical__Current_Use_Contraception,0.0639699419512503
categorical__Target_Protein_UniProt_P31639,0.0639678500418878
categorical__Drug_Class_sodium-glucose cotransporter 2 inhibitor ,0.0639678500418878
categorical__Current_Use_Hypocalcemia,0.06389733393229742
categorical__Target_Protein_UniProt_P05230; P08620; P09038,0.06380467688079774
categorical__Current_Use_Bladder pain,0.06380467688079774
categorical__Target_Protein_UniProt_A8MPY1; O00591; O14764; P14867; P18505; P18507; P24046; P28472; P28476; P31644; P34903; P35498; P47869; P47870; P48169; P78334; Q16445; Q8N1C3; Q99928; Q9UN88,0.06345113992214371
categorical__Target_Protein_UniProt_P00811; P0AEB3; Q51504; Q8DNB6,0.06333353233914765
categorical__Target_Protein_UniProt_P04150; P06401; P08235; P47712,0.06325252378229473
categorical__Current_Use_Alzheimer's Disease,0.06318320230109446
categorical__Current_Use_Chlamydial pneumonia,0.06316879232568026
categorical__Drug_Class_Ketolides,0.06316879232568026
"categorical__Current_Use_Alcoholic Intoxication, Chronic",0.06292239095189346
categorical__Target_Protein_UniProt_P30542; P54289; Q00975; Q9NY47,0.06281825777710462
categorical__Current_Use_Postherpetic neuralgia,0.06281825777710462
categorical__Target_Protein_UniProt_A8MPY1; O00591; O14764; P14867; P18505; P18507; P24046; P28472; P28476; P31644; P34903; P47869; P47870; P48169; P78334; Q16445; Q8N1C3; Q99928; Q9UN88,0.06280060406269318
categorical__Target_Protein_UniProt_O75469; P10415; P10636; P11137; P27816; Q9H4B7,0.06249068289869841
categorical__Current_Use_Basal cell carcinoma,0.06240763831063119
categorical__Drug_Class_Serotonin Antagonists,0.062348932412694937
categorical__Current_Use_Multiple Myeloma,0.062248732314150165
categorical__Target_Protein_UniProt_O43451; P04746; P10253; P14410,0.06214375711817373
categorical__Current_Use_Acute bacterial epiglottitis,0.06201617183930237
categorical__Target_Protein_UniProt_P08913; P28221; P28222; P41595,0.06192977513812581
categorical__Current_Use_Bacterial sepsis,0.06192196606662387
categorical__Target_Protein_UniProt_P04271; P23297; P29034; P35367; P80511; Q99584,0.06169363240146166
categorical__Target_Protein_UniProt_P05412; P30556,0.06149094579423953
categorical__Current_Use_Amebiasis,0.061402602608210455
categorical__Target_Protein_UniProt_P24530; P25101,0.06134682749416248
categorical__Target_Protein_UniProt_P60725; P61177,0.06115115657580082
categorical__Target_Protein_UniProt_P30968,0.0605931771131031
categorical__Target_Protein_UniProt_P05230; P09619; P10721; P16234; P17948; P22607; P35916; P35968; Q08881; Q9UQQ2,0.06037933310073821
categorical__Current_Use_Renal Cell Carcinoma,0.06037933310073821
categorical__Target_Protein_UniProt_P10276; P10826; P13631; P19793; P28702; P48443,0.06035073563230083
categorical__Current_Use_Malignant Pleural Mesothelioma,0.06031704506542548
categorical__Target_Protein_UniProt_P00374; P04818; P22102; P31939,0.06031704506542548
categorical__Drug_Class_Appetite Depressants,0.06014473856608142
categorical__Target_Protein_UniProt_P30405; P49069; P62937; Q96LZ3,0.060046638951178045
categorical__Current_Use_Dry Eye Syndromes,0.060046638951178045
categorical__Current_Use_Ewings sarcoma,0.06001797853521691
categorical__Current_Use_Arthritis,0.05977964525922125
categorical__Target_Protein_UniProt_O75762; P41145; Q7Z2W7; Q8NET8,0.05965863956928187
categorical__Target_Protein_UniProt_P22888; P30968,0.05947923177567034
categorical__Target_Protein_UniProt_P04818; P23921; P30085,0.059265915114350046
categorical__Current_Use_Adenocarcinoma of pancreas,0.059265915114350046
categorical__Target_Protein_UniProt_Q75Y35,0.05917582380555849
categorical__Target_Protein_UniProt_P15121; P23219; P27361; P35354; Q03181; Q9Y5Y4,0.05907815632483561
categorical__Drug_Class_Parasympatholytics,0.059030287242415394
categorical__Target_Protein_UniProt_P46098,0.058910031608718647
categorical__Target_Protein_UniProt_P23975; P32297; Q01959,0.05882967220149904
categorical__Target_Protein_UniProt_P02918,0.05882129154174134
categorical__Current_Use_Acute pulmonary edema,0.058728162449877074
categorical__Target_Protein_UniProt_P00918; Q13621,0.058728162449877074
categorical__Current_Use_Influenza,0.05862981549718945
categorical__Target_Protein_UniProt_P08172; P08173; P08912; P11229; P14410; P20309,0.05858390937276607
categorical__Current_Use_Common Cold,0.05842592768648723
categorical__Target_Protein_UniProt_P00374; P04818,0.05839817115330046
categorical__Current_Use_Pneumonia due to Staphylococcus aureus,0.05839355098504857
categorical__Current_Use_Streptococcal pneumonia,0.058348519326922546
categorical__Target_Protein_UniProt_P49228; P60723,0.058348519326922546
categorical__Drug_Class_Antibiotics,0.058293487320568826
categorical__Current_Use_Clostridium Infections,0.058293487320568826
categorical__Target_Protein_UniProt_Q18BX5,0.058293487320568826
categorical__Target_Protein_UniProt_P0AD65; Q75Y35,0.05820829146695489
categorical__Target_Protein_UniProt_P04150; P28845,0.05816357127050387
categorical__Target_Protein_UniProt_P08908; P08913; P14416; P18089; P18825; P21728; P21917; P21918; P28221; P28222; P28223; P28335; P35462; P41595; Q9NYX4,0.05811412950306716
categorical__Drug_Class_Nootropic Agents,0.05803486904187014
categorical__Target_Protein_UniProt_P03372; Q92731,0.057989534956428446
"categorical__Drug_Class_Antidepressive Agents, Second-Generation",0.05781434437975501
categorical__Target_Protein_UniProt_P35869; Q02127; Q14289,0.05775622327853004
categorical__Drug_Class_Anti-adrenal Agents,0.05761672435675195
categorical__Target_Protein_UniProt_P03372; P14060; P26439; Q92731,0.05761672435675195
categorical__Target_Protein_UniProt_P14324; P23469; P29074; P38606; Q13332,0.057356411131256245
categorical__Target_Protein_UniProt_P08908; P09172; P14416; P21728; P21917; P21918; P23975; P31645; P34969; P35462; Q01959,0.057351935678449206
categorical__Current_Use_Mouth irritation,0.05732232031245068
categorical__Target_Protein_UniProt_Q9Y5Y9,0.05732232031245068
categorical__Target_Protein_UniProt_P00807,0.05719608277577687
categorical__Current_Use_Atrioventricular Block,0.05701860463287781
categorical__Target_Protein_UniProt_O00459; P07550; P08588; P13945; P27986; P28482; Q92569,0.05701860463287781
categorical__Current_Use_Humoral hypercalcemia of malignancy (disorder),0.056990958412482765
categorical__Target_Protein_UniProt_O95749; P14324,0.056990958412482765
categorical__Target_Protein_UniProt_Q13621,0.05695312582774033
categorical__Target_Protein_UniProt_P08588,0.056810880852423376
categorical__Target_Protein_UniProt_P25815; Q12791,0.05677886930363527
categorical__Target_Protein_UniProt_P06746,0.056637830915682585
categorical__Target_Protein_UniProt_O14646; P11388,0.056561774964203546
categorical__Current_Use_Hypercalcemia,0.05646790698097156
categorical__Drug_Class_Hypoglycemic Agents,0.05646715792977114
categorical__Target_Protein_UniProt_P25100; P35348; P35368; Q12809,0.05641770221189017
categorical__Target_Protein_UniProt_P07550; P08588; P08913; P21728; P35348,0.05632845073373048
categorical__Target_Protein_UniProt_O14920; P04637; P11021; P23219; P25101; P25963; P35354; P51812; Q04828,0.05632257066186193
categorical__Target_Protein_UniProt_P04035; P27487; P35869,0.05632037475214041
categorical__Target_Protein_UniProt_P08684; P08908; P08913; P10635; P14416; P18089; P18825; P20815; P21728; P21917; P28221; P28223; P28335; P35348; P35367; P35368; P35462,0.05602116157960563
categorical__Target_Protein_UniProt_P01584; P09917; P0A7V8; P0A7X3; P14780; P15692; P29466; P42574; P99999,0.05601381732261079
categorical__Target_Protein_UniProt_O95665; P35367,0.05601378941106374
"categorical__Drug_Class_Histamine H1 Antagonists, Non-Sedating",0.05601378941106374
"categorical__Current_Use_Myeloid Leukemia, Chronic",0.05594573898656221
categorical__Current_Use_Non-Small Cell Lung Carcinoma,0.05579525839743007
categorical__Current_Use_Coughing,0.05570274612257925
"categorical__Current_Use_Arthritis, Bacterial",0.055401600953786656
categorical__Target_Protein_UniProt_P0A3M6; P42971; Q7CRA4; Q8DNB6; Q8DR59,0.055401600953786656
categorical__Target_Protein_UniProt_O43570; P00915; P00918; P05023; P22748; Q12791; Q13621; Q16790,0.05522786238130971
categorical__Target_Protein_UniProt_P02359; P04156; P0A7U3; P0A7V3; P0A7W7; P0AG59,0.055104062059398926
categorical__Target_Protein_UniProt_P37231; Q03181; Q07869,0.055006516941279615
categorical__Target_Protein_UniProt_P15144; P35610; Q9UHC9,0.054987888926979436
categorical__Drug_Class_Cholesterol Absorption Inhibitors,0.054987888926979436
categorical__Current_Use_Lactose Intolerance,0.05482196493952353
categorical__Target_Protein_UniProt_P00722; Q7Z4J2; Q9NZD2,0.05482196493952353
categorical__Target_Protein_UniProt_P42345,0.05474837418960471
categorical__Target_Protein_UniProt_P14416; P21728; P28223; P35462; Q13224,0.054541129889320306
"categorical__Current_Use_Osteoporosis, Postmenopausal",0.05442855951322213
categorical__Target_Protein_UniProt_P00915; P00918; P22748,0.054221457523006535
categorical__Current_Use_Bacterial conjunctivitis,0.05395948402608797
categorical__Current_Use_Breast Carcinoma,0.05368479120240231
categorical__Target_Protein_UniProt_P0AD68,0.0536309950119954
categorical__Drug_Class_Angiotensin Receptor Antagonists,0.05348408932868907
"categorical__Current_Use_Malignant lymphoma, lymphocytic, intermediate differentiation, diffuse",0.05345276459216488
categorical__Target_Protein_UniProt_P62158; Q14524; Q9Y5Y9,0.053234339774235105
categorical__Target_Protein_UniProt_P00439; P07550; P08588; P08913; P13945; P18089; P18825; P25100; P35348; P35368; P54219; Q05940,0.05320982298343228
categorical__Current_Use_Cerebrovascular accident,0.05315717884565441
categorical__Target_Protein_UniProt_P15382; P51787,0.05305053176272739
categorical__Current_Use_Onychomycosis,0.052967688433046015
categorical__Drug_Class_Aminoglycosides,0.05296095495664901
categorical__Target_Protein_UniProt_Q9H244,0.05274066950978061
categorical__Current_Use_Ventricular arrhythmia,0.05257022770072493
categorical__Target_Protein_UniProt_O95644; P01375; P07550; P08588; P08913; P23975; P31645; P35348; P60568; Q01959,0.05245531588119158
categorical__Target_Protein_UniProt_P22303; P23975; P35348; Q05940,0.05245531588119158
categorical__Target_Protein_UniProt_O43497,0.052446320208253724
categorical__Current_Use_Postpartum Hemorrhage,0.05230578697151349
"categorical__Current_Use_Malaria, Vivax",0.05225384183156939
categorical__Target_Protein_UniProt_O76074; P00813; P27815; Q9Y233,0.05224584955888538
categorical__Target_Protein_UniProt_P00492,0.051724145556919676
categorical__Target_Protein_UniProt_P08908; P28221; P28222; P30939,0.051634686838823315
categorical__Target_Protein_UniProt_P01375; P19838; P21802; P35354; Q96SW2,0.051583199708217564
categorical__Current_Use_Erythema nodosum leprosum,0.051583199708217564
categorical__Current_Use_Premature Obstetric Labor,0.05137899464157909
categorical__Current_Use_Hairy Cell Leukemia,0.051362474324101313
categorical__Current_Use_Pneumococcal Infections,0.05124318500188916
categorical__Current_Use_Small cell carcinoma of lung,0.05119979086071562
categorical__Target_Protein_UniProt_P04083; P04150; P35228; P51843,0.05104741371019609
categorical__Target_Protein_UniProt_P11388; Q02880,0.05097849195667041
categorical__Drug_Class_Anabolic Agents,0.050935939205735456
categorical__Current_Use_Accidental poisoning by lead and its compounds and fumes,0.0509326571483371
categorical__Target_Protein_UniProt_P00749; P19634; P19801; P37088; P51168; P51170; P51172; P78348; Q16515,0.050913712335663316
categorical__Target_Protein_UniProt_P35372; P41145,0.0507300933482307
categorical__Current_Use_Ophthalmia Neonatorum,0.0507087138385552
categorical__Target_Protein_UniProt_P05106; P08514,0.05041693927946676
categorical__Current_Use_Precocious Puberty,0.050339102818375614
categorical__Current_Use_Malignant neoplasm of liver,0.05004895798672243
categorical__Target_Protein_UniProt_O60760,0.04990395980959318
categorical__Current_Use_Respiratory Tract Infections,0.049120823530984306
categorical__Target_Protein_UniProt_O76074,0.0490267362352509
categorical__Target_Protein_UniProt_Q00975; Q7L0J3,0.049018507855471134
categorical__Target_Protein_UniProt_P09546; Q9RW27,0.0487402793946181
categorical__Current_Use_Aspergillosis,0.04870338453490161
"categorical__Current_Use_Anemia, Megaloblastic",0.04868661611680029
categorical__Target_Protein_UniProt_P01133; P02671; P02675; P02679; P09038,0.04833441535792164
categorical__Drug_Class_Antidyskinetics,0.04821096524793351
categorical__Target_Protein_UniProt_P02918; P02919; P0AD68,0.04815087379146098
categorical__Target_Protein_UniProt_P15559; Q08257; Q9BQB6,0.048117542627172764
categorical__Target_Protein_UniProt_P00519; P04049; P04629; P07949; P09619; P10721; P11362; P15056; P16234; P17948; P21802; P29317; P35916; P35968; P42685; Q02763; Q15759; Q16832,0.04809755614307691
categorical__Current_Use_Gastrointestinal Stromal Tumors,0.04809755614307691
categorical__Drug_Class_Proton Pump Inhibitors,0.04806382311927285
categorical__Target_Protein_UniProt_P06715; P07003; P61889; P77390,0.04802926557706279
categorical__Target_Protein_UniProt_P00519; P07948; P08631; P11274; P12931; P24941; P36507; Q02750; Q13555; Q9Y2U5,0.04802343819175373
categorical__Target_Protein_UniProt_P09917; Q9Y271,0.04798291851069023
categorical__Target_Protein_UniProt_O60391; O75311; O75600; P13196; P21549; P22557; P23378; P23415; P23416; P23434; P34896; P34897; P41250; P48067; P48167; P48637; P50440; Q12879; Q14032; Q14330; Q14749; Q14957; Q6IB77; Q7Z2H8; Q8WU03; Q969I3; Q9BYV1; Q9H598; Q9P0Z9; Q9Y345,0.04793668677808059
categorical__Drug_Class_Glycine Agents,0.04793668677808059
categorical__Current_Use_Bacterial enteritis,0.04783538110132362
categorical__Current_Use_Diffuse Large B-Cell Lymphoma,0.04777848850555853
categorical__Target_Protein_UniProt_P00390,0.04777848850555853
categorical__Current_Use_Cardiac Arrest,0.04772563007051468
categorical__Drug_Class_Antihypermagnesemic Agents,0.04772563007051468
categorical__Target_Protein_UniProt_P03372; P06401; P10275; P18405,0.047604386515688955
categorical__Target_Protein_UniProt_P08913; P18089,0.04743698842753199
categorical__Current_Use_Opioid withdrawal,0.04741692499371456
categorical__Target_Protein_UniProt_P35372; P41143; P46098; Q8TCU5; Q9GZZ6,0.04741692499371456
categorical__Drug_Class_Tetracyclines,0.047296813849634106
categorical__Target_Protein_UniProt_P26358,0.04720650749122553
categorical__Current_Use_Autistic Disorder,0.0471056105768576
categorical__Target_Protein_UniProt_P08192; P0AC13,0.04694117857407346
categorical__Target_Protein_UniProt_P02788,0.04691255668145104
categorical__Target_Protein_UniProt_O95477; P23141,0.04678548278970955
categorical__Current_Use_Drug-induced constipation,0.046395024770031865
categorical__Current_Use_Myocardial Infarction,0.04622543945047544
categorical__Target_Protein_UniProt_P0A7R5; P17117; P52647,0.0461996004081168
categorical__Target_Protein_UniProt_P00519; P06239; P06241; P07947; P09619; P10721; P12931; P29317; P42684; P51692,0.04596610449255021
categorical__Current_Use_Vulvovaginitis,0.045948230605038956
categorical__Current_Use_Herpes Labialis,0.045933231628627294
categorical__Current_Use_Vertigo,0.04592678626631493
categorical__Current_Use_Pulmonary Hypertension,0.04588821537045284
categorical__Drug_Class_Oxytocics,0.04565285237541539
categorical__Current_Use_Glaucoma,0.045489514263937825
categorical__Target_Protein_UniProt_P07550; P08588; P13945,0.045489514263937825
categorical__Target_Protein_UniProt_P43119; Q16647; Q9H244,0.04533721069514769
categorical__Target_Protein_UniProt_P03372; P04150; P10275; P16471,0.0450289192437159
categorical__Current_Use_Osteoporosis,0.04475228419489279
categorical__Current_Use_Acute Erythroblastic Leukemia,0.04475120392658867
categorical__Target_Protein_UniProt_P0A7J6; P61177,0.04468244894304192
categorical__Drug_Class_Serotonin Receptor Agonists,0.044641542534437514
categorical__Current_Use_Chronic schizophrenia,0.044450956470131774
categorical__Current_Use_Malignant neoplasm of urinary bladder,0.044439883588567757
categorical__Current_Use_Herpes simplex keratoconjunctivitis,0.04442947679199214
categorical__Current_Use_Infection of bone,0.04427561408939394
categorical__Current_Use_Herpes zoster disease,0.044028547137622706
categorical__Drug_Class_Antithrombins,0.043999727258785884
categorical__Target_Protein_UniProt_P04150; P06401,0.0439532087602355
categorical__Current_Use_Endometrial Carcinoma,0.0439532087602355
categorical__Current_Use_Muscle Spasticity,0.043890777640403875
categorical__Current_Use_Cancer of Head and Neck,0.04388173712613726
categorical__Target_Protein_UniProt_P18858; P49916,0.04388173712613726
categorical__Target_Protein_UniProt_P08913; P18089; P18825; P21728; P21918; P25100; P35348; P35368,0.043667225155335464
categorical__Current_Use_Hypertensive urgency,0.043667225155335464
categorical__Current_Use_Brain Neoplasms,0.04360202013446261
categorical__Target_Protein_UniProt_Q9H169,0.04360202013446261
categorical__Target_Protein_UniProt_P52209; Q14181,0.04351510098015285
categorical__Target_Protein_UniProt_P00915; P00918; P22748; P35218,0.04345414841111131
categorical__Current_Use_Mixed anxiety and depressive disorder,0.04329690074398139
categorical__Current_Use_Dysuria,0.043196709035039804
categorical__Target_Protein_UniProt_P07437,0.04278973704148114
categorical__Target_Protein_UniProt_Q99250,0.042492113201529
categorical__Drug_Class_Dermatologic Agents,0.042424386722466755
categorical__Current_Use_Deficiency of testosterone biosynthesis,0.04225345895915318
categorical__Target_Protein_UniProt_O15269; O15270; P20132; P21549; P35520; P49591; Q9GZT4,0.042133977096226356
categorical__Target_Protein_UniProt_P21964,0.04195351073650831
categorical__Target_Protein_UniProt_P11229; Q15822,0.041921893076715226
categorical__Target_Protein_UniProt_Q02750,0.04167840082767728
categorical__Drug_Class_Androgens,0.0416501977323895
categorical__Target_Protein_UniProt_P04035; P20701; Q92769,0.04147455777982521
categorical__Current_Use_Onychomycosis due to Trichophyton mentagrophytes,0.04115980841421144
categorical__Target_Protein_UniProt_Q14524; Q15858,0.041019708726873966
categorical__Target_Protein_UniProt_P05108; P11511,0.04076186019321593
categorical__Current_Use_Secondary malignant neoplasm of female breast,0.04076186019321593
categorical__Target_Protein_UniProt_P33402,0.040729699962106285
categorical__Drug_Class_Hormone Replacement Agents,0.04038622535979688
categorical__Drug_Class_Bronchodilator Agents,0.04031867858242573
categorical__Drug_Class_Cyclooxygenase 2 Inhibitors,0.040153068561294095
categorical__Target_Protein_UniProt_P14416; P21728,0.04007095324759928
categorical__Target_Protein_UniProt_P04035; P05107,0.040030850532546236
categorical__Target_Protein_UniProt_P01375; P35354; Q96SW2,0.0399187315252276
categorical__Current_Use_Malignant neoplasm of stomach,0.03960837136379784
categorical__Target_Protein_UniProt_P04049; P15056; P53667; P57059; Q8NG66,0.03937520380539566
"categorical__Current_Use_Keratitis, Herpetic",0.03926399749958328
categorical__Target_Protein_UniProt_O43570; P00915; P00918; P22748; P55017; Q12791; Q16790,0.03921165753487859
categorical__Current_Use_Uveitis,0.039106098790486835
categorical__Target_Protein_UniProt_P04150; Q99835,0.039008614896614766
categorical__Current_Use_Chickenpox,0.03879416198042765
categorical__Current_Use_Peripheral T-Cell Lymphoma,0.03878043703754113
categorical__Target_Protein_UniProt_P08913; P35348,0.03873595062838812
categorical__Current_Use_Cerebral Ischemia,0.03873595062838812
categorical__Current_Use_Postoperative ileus,0.038727904004086475
categorical__Target_Protein_UniProt_P23219; P25024; P35354,0.03851684587811288
categorical__Target_Protein_UniProt_O76074; P27815; P29274; P29275; P30542; Q07343; Q14432; Q92769,0.03848010094196632
categorical__Target_Protein_UniProt_P00533; P04626; Q15303,0.038422047618940344
categorical__Target_Protein_UniProt_O75469; P0A8V2,0.03838899960789754
categorical__Drug_Class_Adjuvants,0.03822467718355961
categorical__Current_Use_Cytomegalovirus Retinitis,0.038188476793926965
categorical__Target_Protein_UniProt_P03176; P04293,0.038188476793926965
categorical__Current_Use_Hypoactive Sexual Desire Disorder,0.03812075948705322
categorical__Target_Protein_UniProt_P08908; P21917; P28223,0.03812075948705322
categorical__Target_Protein_UniProt_P34995; Q9Y5Y9,0.03786638884000422
categorical__Target_Protein_UniProt_P30556; P37231,0.03785797211366788
categorical__Target_Protein_UniProt_P23975; P31645,0.037839596635695916
categorical__Target_Protein_UniProt_P00533; P15692; Q02763; Q13882,0.0378148822083064
categorical__Current_Use_Malignant epithelial neoplasm of thyroid,0.0378148822083064
categorical__Target_Protein_UniProt_P0A6J8,0.03762786670704686
categorical__Current_Use_Human epidermal growth factor 2 negative carcinoma of breast,0.03745038029801771
categorical__Current_Use_Condylomata Acuminata,0.037374157677534506
categorical__Target_Protein_UniProt_P07437; P11388; P68366,0.037374157677534506
categorical__Target_Protein_UniProt_P18505; Q9HAB3,0.037290910788797864
categorical__Target_Protein_UniProt_P15144; P30411,0.03726090352502088
"categorical__Current_Use_Angioedemas, Hereditary",0.03726090352502088
categorical__Target_Protein_UniProt_P00439; P07101; P17752; P29474,0.03721666329751403
categorical__Current_Use_Classical phenylketonuria,0.03721666329751403
categorical__Target_Protein_UniProt_P05412; P07437; P23258; Q71U36; Q9UJT0; Q9UJT1,0.03720253788197991
categorical__Current_Use_Carcinoma breast stage IV,0.03720253788197991
categorical__Current_Use_Asymptomatic left ventricular systolic dysfunction,0.03718338241155996
categorical__Target_Protein_UniProt_A8MPY1; O00591; O14764; P14867; P18505; P18507; P24046; P28472; P28476; P30536; P31644; P34903; P47869; P47870; P48169; P78334; Q16445; Q8N1C3; Q99928; Q9UN88,0.03702260622704951
categorical__Target_Protein_UniProt_P13569,0.036950089524051676
categorical__Target_Protein_UniProt_Q9Y3R4,0.03679558054597485
categorical__Current_Use_Dyspareunia,0.03669714515888596
categorical__Target_Protein_UniProt_P32754,0.036569574772940996
"categorical__Current_Use_Tyrosinemia, Type I",0.036569574772940996
categorical__Target_Protein_UniProt_P08172; P08173; P08908; P08912; P08913; P11229; P14416; P18089; P18825; P20309; P21728; P21917; P28221; P28222; P28223; P28335; P28566; P34969; P35348; P35367; P35368; P35462; P46098; P50406; Q9H3N8; Q9NYX4,0.036549675420684664
categorical__Current_Use_Treatment-resistant schizophrenia,0.036549675420684664
categorical__Drug_Class_Chelating Agents,0.03643356505883959
categorical__Current_Use_Metastasis from malignant tumor of colon,0.03632765015616321
"categorical__Current_Use_Hypotension, Orthostatic",0.036318991284215854
categorical__Current_Use_Initial insomnia,0.036246711759915014
categorical__Target_Protein_UniProt_P48039; P49286,0.036246711759915014
categorical__Target_Protein_UniProt_A8MPY1; O00591; O14764; P14867; P18505; P18507; P24046; P28472; P28476; P31644; P34903; P47869; P47870; P78334; Q8N1C3; Q99928,0.03615566530708868
categorical__Drug_Class_Leprostatic Agents,0.036096780342789556
categorical__Target_Protein_UniProt_P00918; P14867; P22748; P35498; P39086,0.036051420360877634
categorical__Current_Use_Chronic iron overload,0.035782249524869233
categorical__Target_Protein_UniProt_P35372; P41143,0.035746467867070905
categorical__Current_Use_Excess subcutaneous fat,0.03559389999696629
categorical__Current_Use_Arterial embolus and thrombosis,0.035409016071896025
categorical__Target_Protein_UniProt_P00742,0.035409016071896025
categorical__Target_Protein_UniProt_P03372; P11137; P78559; Q92731,0.03524073955261996
categorical__Current_Use_Dapsone resistant mycobacterium leprae disease,0.03522688029160035
categorical__Target_Protein_UniProt_P00519; P04629; P07333; P09619; P10721; P16234; Q08345,0.03522480829584889
categorical__Drug_Class_Cardiotonic Agents,0.03514396431644524
categorical__Target_Protein_UniProt_P01375; Q07343; Q14432,0.03514396431644524
categorical__Current_Use_Diphyllobothriasis,0.03496553292887579
categorical__Target_Protein_UniProt_P14867; P30536; P31644; P34903; P47869,0.03480675387996945
categorical__Current_Use_Skin Ulcer,0.0347525836852746
categorical__Current_Use_Aphthous Stomatitis,0.03472312711980346
categorical__Target_Protein_UniProt_P05230; P08700; P80511; Q99584,0.03472312711980346
categorical__Drug_Class_Topoisomerase I Inhibitors,0.0347006824922957
categorical__Drug_Class_Contraceptive Agents,0.03446662056291274
categorical__Target_Protein_UniProt_O43772; O76082; P05164; P23141; P23786; P43155; P47989; P50416; Q8N8R3; Q9H015; Q9UKG9,0.03444924247009079
categorical__Current_Use_Carnitine deficiency,0.03444924247009079
categorical__Current_Use_Malignant neoplasm of prostate,0.034402389869759006
categorical__Target_Protein_UniProt_P00811; P0A3M6; Q75Y35; Q7CRA4; Q8DNB6; Q8DR59,0.03431744276994891
categorical__Target_Protein_UniProt_P49146; P61278,0.03415105556428051
categorical__Drug_Class_Radiation-Protective Agents,0.03415105556428051
categorical__Current_Use_Nephropathic cystinosis,0.03415105556428051
"categorical__Current_Use_Muscular Dystrophy, Duchenne",0.03391984651777087
categorical__Current_Use_Congestive heart failure,0.03391527229943391
categorical__Target_Protein_UniProt_P63316; Q14432; Q14654; Q15842,0.03391527229943391
categorical__Target_Protein_UniProt_P02708; P06276; P07510; P11230; P17787; P22303; P30532; P30926; P32297; P36544; P43681; Q04844; Q05901; Q07001; Q15822; Q15825; Q9GZZ6; Q9UGM1,0.033711870030069355
categorical__Current_Use_Acute onset pain,0.03359528355405542
categorical__Current_Use_Heparin-induced thrombocytopenia with thrombosis,0.033273412015504315
categorical__Target_Protein_UniProt_P00734,0.033273412015504315
categorical__Drug_Class_Potassium Channel Blockers,0.03316158912584734
categorical__Target_Protein_UniProt_P16389; P17658; P22001; P22459; P22460; P48547; Q09470; Q14003; Q14721; Q16322; Q92953; Q96PR1; Q96RP8; Q9NSA2; Q9NZV8; Q9UK17,0.03316158912584734
categorical__Current_Use_Multiple Sclerosis,0.03316158912584734
categorical__Target_Protein_UniProt_P10275; P35869,0.03306769753002762
categorical__Target_Protein_UniProt_O00469; O14832; O60568; O75936; P09172; P09848; P13674; P19021; Q02809; Q32P28; Q6N063; Q6NS38; Q8IVL5; Q8IVL6; Q8N543; Q96KS0; Q96Q83; Q9BY66; Q9GZT9; Q9H6Z9; Q9NVH6; Q9NXG6; Q9UHI7,0.03298656716374316
categorical__Drug_Class_Alcohol Deterrents,0.03286889421205888
categorical__Target_Protein_UniProt_P41594,0.03286889421205888
categorical__Current_Use_Organophosphate poisoning,0.03286703909767337
categorical__Drug_Class_Cholinesterase Reactivators,0.03286703909767337
categorical__Target_Protein_UniProt_P06276; P22303,0.03286703909767337
categorical__Target_Protein_UniProt_P20276; P39023,0.03265094875444019
categorical__Drug_Class_Glucocorticoids,0.032577937363703055
categorical__Target_Protein_UniProt_P28221; P28222,0.032466962964895874
categorical__Target_Protein_UniProt_O25608,0.03242117885205221
categorical__Target_Protein_UniProt_P27815; P29274; P30542; Q07343; Q08493; Q08499; Q13946; Q9NP56,0.032343536673099284
categorical__Target_Protein_UniProt_P25103,0.032331157444672846
categorical__Current_Use_Urinary tract infection,0.03225992429820351
categorical__Target_Protein_UniProt_P39900,0.03225992429820351
categorical__Target_Protein_UniProt_O00180; Q12809; Q14524; Q9Y257,0.032252059382840405
categorical__Current_Use_Pseudobulbar affect,0.032252059382840405
categorical__Current_Use_Gastric spasm (disorder),0.03219424781784645
categorical__Current_Use_Parkinsonian Disorders,0.03217228075626726
categorical__Target_Protein_UniProt_P08908; P08913; P14416; P18089; P18825; P21728; P21917; P21918; P25100; P28221; P28222; P28223; P28335; P35348; P35368; P35462; P41595,0.03217228075626726
categorical__Drug_Class_Dopamine Agonists,0.03217228075626726
categorical__Target_Protein_UniProt_Q07869,0.032140736629810075
categorical__Current_Use_Hypertriglyceridemia,0.032140736629810075
"categorical__Drug_Class_Prostaglandins, Synthetic",0.032085356820636395
categorical__Target_Protein_UniProt_P43088,0.032085356820636395
